Age,Gender,Year_of_Study,Monthly_Income_AED,Living,Transport_Mode,Order_Frequency,Order_Time,Preferred_Cuisines,Choice_Factors,Accept_Delay_for_Freshness,Uses_Apps,Used_Apps,Satisfaction_Score,Multi_Restaurant_Order,Willing_to_Wait_for_Fresh_Food,Max_Willingness_to_Pay_AED,Wants_Personal_Suggestions,Likes_Bundle_Deals,Cares_About_Sustainability,Empathy_Preference,Biggest_Frustration,Common_Problems,Sustainable_Rewards,Loyalty_Likelihood
20,Male,2nd Year,1390,On-campus,Bike,3-5,Late night,"Others, Fast Food, Italian","Price, Variety, Speed",Yes,Yes,Talabat,1,Maybe,No,10,Maybe,No,Yes,Doesn’t matter,Limited menu,"Cold food, Poor packaging",No,4
21,Female,3rd Year,1454,Off-campus,Walk,6+,Lunch,"Fast Food, Others","Reviews, Quality, Speed",No,Yes,"Talabat, Others, Uber Eats",5,Yes,No,24,Yes,Yes,No,Yes,No tracking,"Cold food, Limited variety, High price",Maybe,1
26,Male,2nd Year,1459,On-campus,Ride-hailing,1-2,Dinner,"Indian, Healthy","Variety, Reviews, Speed",Yes,Yes,Uber Eats,4,No,Yes,25,Yes,Yes,No,Doesn’t matter,High prices,"Cold food, High price, Poor packaging",No,4
20,Male,1st Year,1526,Off-campus,Bike,6+,Lunch,Others,"Speed, Reviews",Yes,Yes,Uber Eats,2,Yes,Yes,24,Maybe,Maybe,Somewhat,Yes,High prices,"High price, Late delivery",Yes,5
22,Female,1st Year,969,Off-campus,Walk,3-5,Breakfast,"Indian, Chinese","Variety, Price",Yes,Yes,"Others, Zomato",1,Yes,Yes,21,Yes,Maybe,No,No,Cold food,Limited variety,No,2
21,Male,1st Year,1141,On-campus,Personal Vehicle,3-5,Varies,"Fast Food, Healthy, Chinese","Variety, Speed, Sustainability",No,No,None,2,Maybe,Maybe,41,Yes,Yes,Somewhat,No,Late delivery,"Poor packaging, Cold food",No,4
24,Female,1st Year,857,On-campus,Personal Vehicle,1-2,Breakfast,"Chinese, Indian, Healthy","Price, Speed",Maybe,Yes,"Zomato, Talabat",1,Yes,Yes,10,Maybe,Maybe,Somewhat,No,Cold food,"Limited variety, Cold food, Late delivery",Yes,3
28,Male,3rd Year,1988,Off-campus,Walk,3-5,Varies,"Fast Food, Healthy","Sustainability, Variety, Quality",No,No,None,3,Yes,Maybe,29,Maybe,Yes,Yes,Yes,Late delivery,"Late delivery, Cold food",Maybe,5
20,Female,4th Year,447,On-campus,Public Transport,0,Dinner,"Healthy, Fast Food","Speed, Variety, Sustainability",No,Yes,"Talabat, Zomato, Others",5,No,Yes,29,No,No,Yes,Doesn’t matter,Late delivery,Limited variety,Yes,1
20,Female,4th Year,2076,On-campus,Public Transport,3-5,Lunch,Chinese,"Sustainability, Variety",Yes,No,None,4,Yes,Yes,27,Maybe,Maybe,Yes,No,Late delivery,"Poor packaging, Limited variety",Maybe,5
24,Female,3rd Year,2193,On-campus,Bike,1-2,Lunch,"Italian, Chinese","Variety, Sustainability, Price",Yes,Yes,"Zomato, Others, Uber Eats",2,Yes,Yes,16,Maybe,Maybe,No,Doesn’t matter,Cold food,"Late delivery, Cold food, Poor packaging",Maybe,2
23,Male,1st Year,1348,Off-campus,Personal Vehicle,6+,Dinner,"Chinese, Indian","Variety, Reviews",Yes,Yes,"Others, Talabat",2,Yes,No,37,Yes,No,No,Doesn’t matter,Limited menu,"Late delivery, Cold food",No,1
26,Male,2nd Year,198,Off-campus,Public Transport,1-2,Late night,Others,"Speed, Sustainability",No,Yes,Talabat,2,Yes,Yes,36,Maybe,Yes,Somewhat,No,High prices,Cold food,Yes,2
23,Male,2nd Year,1319,On-campus,Public Transport,1-2,Breakfast,"Healthy, Indian","Reviews, Price, Variety",Maybe,Yes,Uber Eats,2,Maybe,Yes,16,Yes,Yes,Somewhat,Yes,Late delivery,"Poor packaging, Limited variety, Cold food",No,2
21,Male,1st Year,1467,On-campus,Personal Vehicle,3-5,Breakfast,Chinese,"Speed, Quality",Yes,Yes,"Talabat, Zomato, Others",5,Yes,Maybe,13,Maybe,Maybe,Somewhat,No,Limited menu,"Cold food, Limited variety",Yes,3
23,Female,3rd Year,994,On-campus,Ride-hailing,1-2,Lunch,Indian,"Variety, Quality, Sustainability",No,Yes,"Others, Zomato, Uber Eats",1,Maybe,Maybe,11,Maybe,Yes,No,No,Cold food,"Poor packaging, Cold food, High price",Yes,4
24,Non-binary,3rd Year,1242,On-campus,Public Transport,3-5,Lunch,"Indian, Fast Food, Others","Speed, Variety, Quality",Maybe,Yes,"Uber Eats, Others",5,Yes,Yes,27,No,Yes,Somewhat,Yes,High prices,"Late delivery, High price",No,3
24,Female,2nd Year,2265,Off-campus,Walk,6+,Lunch,Others,"Reviews, Sustainability",Yes,Yes,Zomato,3,Yes,Yes,25,Maybe,No,Somewhat,Doesn’t matter,Cold food,"Poor packaging, Late delivery",Maybe,3
23,Female,2nd Year,1832,Off-campus,Bike,3-5,Dinner,Fast Food,"Variety, Reviews",No,Yes,Others,5,Yes,No,21,Maybe,No,No,Yes,No tracking,"Late delivery, Poor packaging, High price",Maybe,3
24,Female,4th Year,1037,On-campus,Public Transport,0,Late night,"Chinese, Healthy","Reviews, Sustainability",No,Yes,"Uber Eats, Others",5,Maybe,No,45,Yes,No,Yes,Yes,Limited menu,"Limited variety, Poor packaging",Yes,1
24,Female,4th Year,701,On-campus,Public Transport,3-5,Breakfast,Indian,"Speed, Sustainability",No,Yes,"Uber Eats, Others",3,Yes,Yes,20,Yes,Maybe,No,No,Late delivery,"Limited variety, Poor packaging, Cold food",Maybe,4
25,Male,2nd Year,1336,On-campus,Ride-hailing,3-5,Varies,Healthy,"Variety, Reviews",Yes,No,None,5,No,Maybe,26,No,No,Somewhat,Yes,Cold food,"Cold food, Poor packaging",No,4
23,Non-binary,Postgraduate,1393,Off-campus,Walk,3-5,Dinner,"Chinese, Healthy","Variety, Price, Speed",No,Yes,Uber Eats,1,Yes,Yes,23,Maybe,No,Yes,Yes,Late delivery,"Poor packaging, Late delivery, Limited variety",No,1
21,Female,Postgraduate,1748,Off-campus,Bike,0,Breakfast,"Healthy, Others","Sustainability, Speed, Variety",No,Yes,Talabat,4,Maybe,No,44,Yes,Yes,No,Yes,Limited menu,Poor packaging,No,3
22,Female,2nd Year,1232,Off-campus,Public Transport,1-2,Late night,"Italian, Chinese, Others","Quality, Reviews",Yes,No,None,3,Maybe,Yes,10,Maybe,No,Yes,Doesn’t matter,Limited menu,"High price, Limited variety, Cold food",Yes,3
25,Male,2nd Year,1755,On-campus,Bike,3-5,Dinner,Others,"Reviews, Price",No,Yes,"Zomato, Talabat, Others",2,No,Yes,21,No,Maybe,Yes,Doesn’t matter,High prices,"Limited variety, Cold food",Yes,2
19,Male,3rd Year,2467,On-campus,Personal Vehicle,1-2,Breakfast,"Chinese, Fast Food, Italian","Price, Variety",Yes,Yes,"Zomato, Others",1,Maybe,Yes,31,Yes,No,Somewhat,No,No tracking,"Poor packaging, High price, Late delivery",Maybe,2
22,Female,Postgraduate,1907,On-campus,Public Transport,1-2,Dinner,"Indian, Healthy","Price, Sustainability, Variety",Maybe,Yes,"Uber Eats, Talabat, Zomato",4,No,No,22,Yes,Maybe,No,No,No tracking,High price,No,5
21,Female,4th Year,1475,On-campus,Public Transport,1-2,Breakfast,"Others, Chinese, Fast Food","Variety, Sustainability",No,Yes,"Uber Eats, Others, Talabat",1,Maybe,Maybe,11,No,Yes,Somewhat,Doesn’t matter,Cold food,"High price, Late delivery",No,2
22,Female,1st Year,1408,Off-campus,Personal Vehicle,3-5,Breakfast,"Fast Food, Indian, Italian","Price, Speed, Quality",Maybe,Yes,"Uber Eats, Others, Talabat",1,Yes,Yes,26,Maybe,Yes,No,Yes,Cold food,"Poor packaging, Limited variety, Cold food",Yes,4
25,Male,2nd Year,1321,Off-campus,Ride-hailing,6+,Late night,"Others, Fast Food, Italian","Speed, Reviews",Yes,Yes,"Talabat, Uber Eats",2,Yes,Yes,10,Yes,No,No,No,High prices,"Limited variety, High price",Yes,1
22,Prefer not to say,3rd Year,2090,Off-campus,Public Transport,3-5,Varies,"Fast Food, Others, Chinese","Reviews, Price",Yes,Yes,"Uber Eats, Zomato",4,No,Yes,31,Yes,Yes,No,No,Limited menu,Cold food,Yes,3
22,Male,3rd Year,1186,Off-campus,Bike,1-2,Late night,"Fast Food, Chinese","Quality, Reviews, Variety",Yes,Yes,"Uber Eats, Zomato",1,Yes,Maybe,20,No,No,Yes,Yes,Limited menu,Cold food,No,5
18,Male,1st Year,1522,On-campus,Walk,1-2,Breakfast,"Fast Food, Chinese, Healthy","Reviews, Speed, Price",Yes,Yes,"Talabat, Uber Eats, Zomato",2,Yes,Maybe,19,No,Yes,Yes,Yes,Limited menu,"Poor packaging, High price",No,2
23,Male,4th Year,1525,Off-campus,Bike,6+,Dinner,"Others, Chinese","Speed, Price",Yes,No,None,3,Yes,No,35,No,Maybe,Somewhat,Yes,High prices,"Poor packaging, High price, Late delivery",Maybe,5
23,Female,3rd Year,1249,On-campus,Ride-hailing,6+,Late night,"Indian, Healthy","Price, Variety, Sustainability",No,Yes,"Others, Zomato, Uber Eats",2,Yes,Yes,14,Maybe,Yes,No,Yes,Late delivery,"High price, Cold food",No,1
27,Non-binary,4th Year,813,On-campus,Walk,6+,Varies,"Fast Food, Healthy","Sustainability, Price, Variety",Yes,No,None,5,No,Maybe,10,Maybe,No,No,Yes,No tracking,High price,Maybe,1
21,Male,4th Year,1661,Off-campus,Bike,3-5,Breakfast,"Chinese, Fast Food, Others","Speed, Sustainability",No,No,None,2,Yes,Yes,15,Maybe,No,Yes,Doesn’t matter,Late delivery,"Limited variety, Poor packaging",Maybe,5
22,Female,4th Year,1469,On-campus,Bike,1-2,Late night,"Chinese, Italian","Variety, Reviews, Sustainability",Yes,Yes,"Talabat, Others, Uber Eats",2,Maybe,Yes,45,No,No,No,Yes,Limited menu,Cold food,No,5
22,Male,2nd Year,1750,Off-campus,Personal Vehicle,3-5,Late night,"Indian, Fast Food, Italian","Sustainability, Reviews",No,Yes,"Zomato, Uber Eats",2,Maybe,Yes,14,Yes,Maybe,Somewhat,No,No tracking,"High price, Late delivery",Maybe,5
25,Non-binary,3rd Year,1233,On-campus,Ride-hailing,1-2,Late night,Healthy,"Speed, Sustainability",No,Yes,"Zomato, Uber Eats, Others",1,Maybe,Yes,28,Maybe,Yes,No,Doesn’t matter,Cold food,High price,Maybe,3
21,Female,1st Year,2110,Off-campus,Personal Vehicle,1-2,Late night,"Chinese, Indian, Italian","Sustainability, Reviews, Speed",No,Yes,"Others, Uber Eats, Zomato",4,Yes,Maybe,33,No,No,No,No,High prices,Late delivery,Yes,4
22,Female,3rd Year,1061,Off-campus,Walk,3-5,Dinner,"Others, Healthy","Speed, Reviews",Maybe,Yes,"Others, Uber Eats",2,Yes,No,15,Maybe,Maybe,Yes,Yes,Cold food,Poor packaging,No,2
23,Male,1st Year,2356,On-campus,Personal Vehicle,0,Varies,"Indian, Others, Chinese","Reviews, Quality",Yes,No,None,2,Maybe,Yes,15,Yes,Maybe,No,No,High prices,"Cold food, Late delivery, High price",Maybe,2
22,Prefer not to say,3rd Year,626,Off-campus,Ride-hailing,0,Varies,"Others, Healthy, Chinese","Speed, Price",Yes,Yes,"Others, Zomato",5,Maybe,Yes,26,Yes,Maybe,Somewhat,Yes,No tracking,Poor packaging,Maybe,2
20,Female,1st Year,1717,On-campus,Public Transport,1-2,Breakfast,"Chinese, Italian","Quality, Price, Sustainability",Yes,Yes,"Zomato, Others, Talabat",5,No,Yes,27,No,Yes,Somewhat,No,No tracking,"Cold food, Late delivery, Poor packaging",Maybe,5
22,Male,1st Year,1737,Off-campus,Public Transport,1-2,Lunch,"Indian, Chinese","Variety, Speed",Yes,Yes,"Talabat, Others",3,Yes,Yes,38,Yes,Yes,Somewhat,No,High prices,High price,No,5
24,Female,1st Year,1102,Off-campus,Walk,6+,Dinner,Others,"Reviews, Quality",No,Yes,Talabat,3,Yes,Yes,17,No,Yes,Somewhat,Yes,Limited menu,High price,Yes,5
19,Male,1st Year,1712,Off-campus,Public Transport,1-2,Breakfast,Others,"Variety, Sustainability",Yes,Yes,"Zomato, Talabat, Uber Eats",5,No,Yes,21,No,Maybe,Yes,No,Cold food,"Limited variety, Poor packaging, High price",Yes,3
22,Female,4th Year,2139,Off-campus,Personal Vehicle,1-2,Breakfast,"Chinese, Healthy","Price, Reviews, Quality",No,Yes,Zomato,4,Yes,No,53,No,Yes,No,Doesn’t matter,High prices,Limited variety,No,3
20,Male,4th Year,391,On-campus,Walk,1-2,Late night,"Chinese, Fast Food, Others","Quality, Variety, Price",Yes,Yes,"Uber Eats, Others, Zomato",3,No,Maybe,10,No,No,Yes,No,Late delivery,"Late delivery, Poor packaging",No,3
24,Female,3rd Year,1751,Off-campus,Ride-hailing,0,Lunch,"Italian, Others, Fast Food","Sustainability, Price, Quality",Maybe,Yes,Others,4,Maybe,Maybe,10,Yes,Maybe,Somewhat,Doesn’t matter,Limited menu,"Limited variety, Poor packaging",No,3
18,Female,1st Year,253,Off-campus,Walk,0,Lunch,"Healthy, Italian","Speed, Price, Quality",Maybe,Yes,"Zomato, Talabat",5,No,Maybe,11,Yes,Yes,No,Doesn’t matter,Cold food,"Late delivery, Cold food",No,1
20,Male,1st Year,1017,Off-campus,Walk,3-5,Dinner,"Italian, Others","Sustainability, Variety, Speed",Yes,Yes,"Talabat, Zomato",3,Yes,No,36,Yes,Maybe,Yes,No,Cold food,"Late delivery, High price",Yes,3
22,Male,1st Year,2314,On-campus,Bike,1-2,Lunch,"Fast Food, Others, Indian","Sustainability, Price",Yes,Yes,Others,2,Yes,Yes,20,Yes,Maybe,No,Doesn’t matter,Limited menu,Cold food,Maybe,3
25,Male,1st Year,1209,Off-campus,Bike,3-5,Breakfast,"Fast Food, Italian, Chinese","Sustainability, Reviews",Maybe,Yes,Uber Eats,5,Maybe,Maybe,20,No,Yes,Somewhat,Doesn’t matter,Late delivery,"Late delivery, High price, Poor packaging",Maybe,3
21,Female,4th Year,913,Off-campus,Walk,6+,Lunch,"Italian, Fast Food","Variety, Sustainability",Maybe,Yes,"Others, Zomato, Uber Eats",3,No,Yes,15,No,Maybe,Somewhat,No,Cold food,"High price, Poor packaging, Cold food",No,2
20,Male,1st Year,1401,On-campus,Public Transport,3-5,Lunch,Healthy,"Variety, Sustainability, Quality",Yes,Yes,"Talabat, Zomato, Uber Eats",4,No,No,34,Yes,Yes,No,Yes,Limited menu,"Poor packaging, Late delivery, High price",No,2
26,Female,2nd Year,2533,Off-campus,Bike,0,Varies,Others,"Sustainability, Reviews, Quality",Yes,Yes,"Zomato, Others, Talabat",4,No,Yes,11,Maybe,Yes,No,Yes,No tracking,"High price, Late delivery, Cold food",Maybe,2
18,Male,1st Year,584,On-campus,Ride-hailing,1-2,Breakfast,Indian,"Sustainability, Reviews",Maybe,Yes,"Talabat, Uber Eats, Others",3,No,Maybe,19,Maybe,Yes,Somewhat,Doesn’t matter,High prices,Poor packaging,Yes,4
18,Male,1st Year,974,Off-campus,Personal Vehicle,6+,Lunch,"Healthy, Others","Sustainability, Variety, Reviews",No,Yes,Zomato,4,No,Yes,15,Maybe,Maybe,Yes,Doesn’t matter,No tracking,"Cold food, Late delivery",No,1
23,Female,3rd Year,2248,Off-campus,Bike,3-5,Lunch,"Others, Fast Food, Italian","Sustainability, Speed",Yes,No,None,3,Yes,Yes,10,Yes,Maybe,Somewhat,Yes,Cold food,"Late delivery, Cold food, Poor packaging",No,5
20,Male,3rd Year,2428,Off-campus,Walk,3-5,Late night,Chinese,"Speed, Price, Sustainability",No,Yes,"Uber Eats, Others, Talabat",3,Yes,Yes,20,No,Yes,No,Doesn’t matter,No tracking,"Limited variety, Cold food, High price",Yes,3
19,Non-binary,1st Year,1448,Off-campus,Public Transport,6+,Lunch,"Chinese, Fast Food","Variety, Price",Maybe,Yes,Others,4,Yes,Yes,24,No,Maybe,Yes,Yes,Late delivery,High price,Yes,2
23,Female,1st Year,2640,Off-campus,Personal Vehicle,6+,Lunch,"Chinese, Fast Food, Italian","Sustainability, Variety",Maybe,Yes,"Zomato, Talabat, Uber Eats",1,Yes,Maybe,17,Maybe,Yes,Somewhat,No,Cold food,"Cold food, Limited variety",Yes,1
22,Female,2nd Year,2547,On-campus,Bike,6+,Varies,"Fast Food, Others","Price, Quality, Sustainability",No,Yes,"Uber Eats, Zomato",2,Yes,Yes,22,Maybe,No,No,Doesn’t matter,High prices,Limited variety,No,3
20,Female,1st Year,2297,On-campus,Public Transport,3-5,Breakfast,"Chinese, Italian","Price, Speed",No,Yes,"Others, Talabat, Uber Eats",5,Yes,Yes,22,No,Maybe,No,No,High prices,"Cold food, Poor packaging",Yes,4
18,Female,1st Year,1839,Off-campus,Public Transport,1-2,Dinner,Chinese,"Quality, Price, Reviews",Yes,Yes,"Zomato, Uber Eats, Others",2,Maybe,Maybe,23,Maybe,Maybe,No,Yes,High prices,"Late delivery, Cold food, Poor packaging",No,5
24,Male,Postgraduate,1093,On-campus,Public Transport,6+,Breakfast,"Healthy, Fast Food, Chinese","Sustainability, Reviews, Quality",Maybe,Yes,Uber Eats,5,Yes,No,14,Maybe,No,Yes,Yes,Late delivery,"Late delivery, Limited variety",No,3
23,Male,3rd Year,1475,On-campus,Walk,3-5,Late night,"Others, Indian, Healthy","Price, Quality",Yes,Yes,"Others, Talabat",5,Yes,Yes,13,No,No,Yes,No,High prices,"Poor packaging, Cold food, High price",Yes,5
21,Male,3rd Year,1419,Off-campus,Ride-hailing,0,Breakfast,Others,"Variety, Sustainability, Price",Maybe,Yes,Others,2,Yes,Yes,25,Maybe,No,Yes,Doesn’t matter,No tracking,Late delivery,Maybe,3
26,Female,2nd Year,1665,On-campus,Public Transport,3-5,Lunch,Indian,"Speed, Quality",Yes,Yes,Uber Eats,3,No,Yes,10,Maybe,Yes,Yes,No,No tracking,"High price, Limited variety",Yes,4
19,Male,2nd Year,2225,On-campus,Personal Vehicle,3-5,Late night,"Chinese, Others","Reviews, Variety, Sustainability",Maybe,Yes,Zomato,4,Yes,Maybe,22,Yes,Yes,No,No,Cold food,"Poor packaging, Cold food, High price",Maybe,1
18,Female,3rd Year,1939,Off-campus,Bike,6+,Breakfast,Others,"Reviews, Speed",Yes,No,None,1,Yes,No,41,Maybe,No,No,Doesn’t matter,High prices,"Limited variety, Cold food",Yes,5
20,Prefer not to say,3rd Year,961,On-campus,Personal Vehicle,3-5,Late night,Indian,"Speed, Variety, Quality",No,Yes,"Talabat, Uber Eats, Others",1,Yes,Maybe,24,Yes,Yes,Yes,Yes,Late delivery,"Cold food, High price",Yes,5
21,Female,4th Year,2188,Off-campus,Walk,1-2,Dinner,Healthy,"Variety, Price, Quality",Yes,Yes,Talabat,1,Maybe,Yes,10,No,Maybe,Yes,No,Limited menu,"Limited variety, Poor packaging, High price",No,1
22,Female,1st Year,1656,Off-campus,Walk,6+,Breakfast,"Italian, Indian","Sustainability, Reviews, Price",No,Yes,Talabat,2,Maybe,Yes,26,Yes,No,No,No,No tracking,"Poor packaging, High price",No,5
21,Male,3rd Year,1843,Off-campus,Personal Vehicle,3-5,Lunch,"Others, Healthy, Fast Food","Sustainability, Quality",Maybe,Yes,"Uber Eats, Zomato",2,Maybe,Yes,33,No,Maybe,Somewhat,Yes,Cold food,"Limited variety, High price, Late delivery",No,2
22,Female,2nd Year,2233,On-campus,Ride-hailing,3-5,Late night,"Fast Food, Indian, Healthy","Price, Speed, Quality",No,Yes,"Zomato, Others, Talabat",3,Yes,No,17,Yes,Yes,Somewhat,No,No tracking,Late delivery,No,1
18,Female,4th Year,944,Off-campus,Walk,1-2,Varies,"Healthy, Fast Food, Indian","Quality, Variety",No,Yes,"Zomato, Uber Eats",1,No,Yes,22,Yes,No,No,Yes,No tracking,"Limited variety, Poor packaging",No,4
25,Male,3rd Year,1482,Off-campus,Walk,1-2,Late night,Healthy,"Sustainability, Reviews",Yes,Yes,"Uber Eats, Talabat, Zomato",3,Yes,Yes,16,Yes,Yes,Yes,Doesn’t matter,Cold food,"Cold food, Limited variety",No,3
21,Male,3rd Year,1234,Off-campus,Personal Vehicle,3-5,Varies,"Italian, Healthy, Others","Speed, Sustainability, Price",Maybe,Yes,Others,1,Yes,Yes,20,Maybe,Maybe,Yes,Yes,No tracking,Cold food,No,3
24,Non-binary,1st Year,716,On-campus,Walk,0,Lunch,Healthy,"Reviews, Quality, Price",No,No,None,2,Yes,Yes,18,Maybe,Yes,No,Yes,No tracking,"High price, Late delivery",Maybe,1
22,Female,3rd Year,1673,Off-campus,Ride-hailing,1-2,Dinner,"Others, Fast Food, Chinese","Variety, Price, Reviews",No,Yes,Uber Eats,4,Yes,No,29,Maybe,Maybe,Somewhat,No,Late delivery,"Limited variety, Cold food",Maybe,2
23,Female,1st Year,2755,Off-campus,Ride-hailing,3-5,Varies,Indian,"Quality, Variety",No,Yes,Uber Eats,4,No,Yes,41,Maybe,Yes,No,Yes,Limited menu,"Limited variety, Poor packaging",No,4
23,Female,2nd Year,579,Off-campus,Ride-hailing,1-2,Dinner,"Chinese, Others, Healthy","Speed, Sustainability, Quality",No,Yes,"Talabat, Zomato, Others",4,Yes,Yes,25,Maybe,Maybe,No,Yes,Cold food,"Cold food, Late delivery, Poor packaging",Maybe,3
23,Female,1st Year,1483,Off-campus,Bike,1-2,Late night,"Healthy, Italian, Others","Price, Quality",Yes,Yes,Others,4,Yes,Yes,10,Yes,Yes,No,No,Cold food,"Poor packaging, Cold food",Yes,3
23,Female,3rd Year,1820,Off-campus,Ride-hailing,1-2,Lunch,"Fast Food, Indian","Speed, Price",No,Yes,"Zomato, Others, Uber Eats",5,Yes,Maybe,50,Maybe,No,Yes,Yes,High prices,"Late delivery, High price",Maybe,2
25,Male,1st Year,1561,Off-campus,Ride-hailing,1-2,Varies,"Fast Food, Others","Sustainability, Price, Variety",No,Yes,Others,1,Yes,Yes,30,No,No,Yes,No,Limited menu,"High price, Limited variety",No,5
22,Male,2nd Year,1443,On-campus,Bike,3-5,Late night,"Chinese, Others, Italian","Speed, Quality",Maybe,Yes,"Zomato, Others",4,Maybe,Yes,32,Yes,Yes,Yes,Doesn’t matter,No tracking,"Limited variety, Poor packaging",Maybe,1
23,Male,4th Year,850,Off-campus,Public Transport,1-2,Breakfast,"Indian, Others, Healthy","Reviews, Sustainability, Quality",Maybe,Yes,Others,5,No,Yes,24,Yes,Maybe,Somewhat,Yes,Late delivery,"High price, Late delivery",Yes,2
21,Female,1st Year,1616,On-campus,Walk,0,Late night,"Fast Food, Others","Speed, Price, Reviews",Yes,Yes,Uber Eats,5,No,Yes,27,No,Yes,No,Doesn’t matter,High prices,"Limited variety, Cold food",Maybe,2
25,Female,3rd Year,1121,Off-campus,Ride-hailing,3-5,Dinner,"Fast Food, Indian, Healthy","Reviews, Price",Yes,Yes,"Others, Zomato, Uber Eats",5,Yes,Maybe,21,Maybe,No,No,Yes,Cold food,"Late delivery, High price",No,2
20,Female,2nd Year,405,On-campus,Walk,6+,Lunch,"Chinese, Indian, Fast Food","Variety, Sustainability, Price",Yes,Yes,"Zomato, Uber Eats, Others",3,Yes,Yes,34,No,Maybe,Somewhat,Yes,Limited menu,"Limited variety, Cold food",Yes,2
26,Male,1st Year,2097,Off-campus,Personal Vehicle,3-5,Lunch,"Others, Italian","Quality, Price",Yes,Yes,"Others, Talabat",3,Yes,Maybe,20,Yes,Yes,Yes,Doesn’t matter,Late delivery,"Cold food, Poor packaging, High price",Yes,5
21,Female,4th Year,1979,On-campus,Walk,1-2,Late night,"Indian, Healthy, Others","Quality, Variety",No,Yes,Others,5,Maybe,Yes,29,Yes,Yes,No,Doesn’t matter,Cold food,Poor packaging,Maybe,4
18,Female,1st Year,1525,Off-campus,Bike,1-2,Breakfast,Chinese,"Price, Sustainability",Maybe,No,None,4,Maybe,Maybe,34,Yes,Maybe,Somewhat,No,No tracking,"High price, Cold food, Poor packaging",Yes,2
22,Female,2nd Year,1614,Off-campus,Walk,6+,Dinner,"Healthy, Fast Food, Italian","Price, Sustainability, Quality",Yes,No,None,1,No,No,37,No,Yes,Yes,No,High prices,"Late delivery, Poor packaging, Cold food",Yes,2
20,Female,3rd Year,2037,On-campus,Walk,1-2,Late night,Indian,"Quality, Speed",Yes,Yes,Zomato,2,Yes,Yes,35,Maybe,No,Yes,Doesn’t matter,Limited menu,High price,Yes,1
24,Male,3rd Year,1612,On-campus,Walk,3-5,Late night,"Italian, Healthy, Indian","Quality, Reviews",Maybe,Yes,"Others, Talabat",3,Yes,No,14,Yes,No,No,Yes,High prices,"Poor packaging, Late delivery",No,3
20,Female,3rd Year,1952,On-campus,Public Transport,1-2,Lunch,Italian,"Variety, Price, Quality",Maybe,Yes,"Zomato, Talabat",4,Yes,Yes,40,Maybe,Maybe,Yes,No,No tracking,"Late delivery, Cold food, Limited variety",Yes,5
20,Male,2nd Year,1351,Off-campus,Public Transport,1-2,Dinner,Chinese,"Speed, Quality",No,Yes,"Zomato, Talabat, Uber Eats",4,Maybe,Yes,31,Yes,Yes,Somewhat,Yes,No tracking,"Cold food, Poor packaging, High price",Maybe,2
18,Male,1st Year,2155,Off-campus,Personal Vehicle,3-5,Breakfast,"Chinese, Fast Food, Indian","Price, Sustainability",No,Yes,"Talabat, Zomato, Uber Eats",2,No,Yes,28,Maybe,Yes,Yes,No,Cold food,"Cold food, High price",Maybe,4
